id,file_path,image_file_name,SEM_number_image,SEM_number_image_conf,scientific_name_filename,SEM_number_filename,angle_filename
566,images/Hemiptera/Lygaeidae/Spilostethus hospes (4front) _0001.jpg,Spilostethus hospes (4front) _0001.jpg,SEM-UBC,0.9999317380801394,Spilostethus hospes,,front
635,images/Hemiptera/Cydnidae/Amnestus pallidus (1dorsal).jpg,Amnestus pallidus (1dorsal).jpg,SEM-UBC,0.999795299846051,Amnestus pallidus,,dorsal
1487,images/Hemiptera/Delphacidae/Achorotile subarctica form B (3lateral) .jpg,Achorotile subarctica form B (3lateral) .jpg,SEM-UBC,0.9997371270272781,Achorotile subarctica form B,,lateral
1711,images/Hemiptera/Psyllidae/Purshivora pubescens (4front) .jpg,Purshivora pubescens (4front) .jpg,SEM-UBC,0.8240118516297921,Purshivora pubescens,,front
3110,images/Hemiptera/Aradidae/Aradus depressus female (2ventral).jpg,Aradus depressus female (2ventral).jpg,OCR FAILED,0,Aradus depressus female,,ventral
3131,images/Hemiptera/Aradidae/Aradus vadosus (3lateral).jpg,Aradus vadosus (3lateral).jpg,SEM-UBC,0.9988316349917964,Aradus vadosus,,lateral
3182,images/Hemiptera/Aradidae/Aradus laeviusculus male (2ventral).jpg,Aradus laeviusculus male (2ventral).jpg,OCR FAILED,0,Aradus laeviusculus male,,ventral
3217,images/Hemiptera/Cicadidae/Okanagana rimosa (4front).jpg,Okanagana rimosa (4front).jpg,SEM,0.7942344325407563,Okanagana rimosa,,front
3440,images/Hemiptera/Miridae/Ceratocapsus downesi form A (1dorsal) .jpg,Ceratocapsus downesi form A (1dorsal) .jpg,SEM-UBC MIR-00O1,0.634514157233609,Ceratocapsus downesi form A,,dorsal
3513,images/Hemiptera/Membracidae/Gargara genistae (1dorsal) .jpg,Gargara genistae (1dorsal) .jpg,OCR FAILED,0,Gargara genistae,,dorsal
3581,images/Hemiptera/Membracidae/Platycotis maritima form A (2ventral) .jpg,Platycotis maritima form A (2ventral) .jpg,OCR FAILED,0,Platycotis maritima form A,,ventral
3831,images/Hemiptera/Tingidae/Leptodictya leinahoni (2ventral).jpg,Leptodictya leinahoni (2ventral).jpg,OCR FAILED,0,Leptodictya leinahoni,,ventral
3921,images/Hemiptera/Tingidae/Dictyonota fuliginosa (2ventral).jpg,Dictyonota fuliginosa (2ventral).jpg,OCR FAILED,0,Dictyonota fuliginosa,,ventral
3995,images/Hemiptera/Anthocoridae/Anthocoris nemoralis (2ventral).jpg,Anthocoris nemoralis (2ventral).jpg,OCR FAILED,0,Anthocoris nemoralis,,ventral
4014,images/Hemiptera/Anthocoridae/Tetraphleps pilosipes (3lateral) .jpg,Tetraphleps pilosipes (3lateral) .jpg,SEM-UBC ANTH4-0909,0.7536370432416235,Tetraphleps pilosipes,,lateral
4209,images/Plecoptera/Chloroperlidae/Alloperla serrata female (2ventral).jpg,Alloperla serrata female (2ventral).jpg,OCR FAILED,0,Alloperla serrata female,,ventral
4445,images/Siphonaptera/Ctenophthalmidae/Ctenophthalmus nobilis vulgaris male (label 2A).jpg,Ctenophthalmus nobilis vulgaris male (label 2A).jpg,OCR FAILED,0,Ctenophthalmus nobilis vulgaris male,,label A
4480,images/Siphonaptera/Ctenophthalmidae/Palaeopsylla soricis soricis female (label 1B).jpg,Palaeopsylla soricis soricis female (label 1B).jpg,OCR FAILED,0,Palaeopsylla soricis soricis female,,label B
4598,images/Siphonaptera/Ceratophyllidae/Ceratophyllus vision female (label 1B).jpg,Ceratophyllus vision female (label 1B).jpg,SEM-JBC SIP-0U5T,0.48315139437642657,Ceratophyllus vision female,,label B
5266,images/Siphonaptera/Hystrichopsyllidae/Hystrichopsylla occidentalis female (label 2).jpg,Hystrichopsylla occidentalis female (label 2).jpg,OCR FAILED,0,Hystrichopsylla occidentalis female,,label 
5808,images/Blattodea/Blaberidae/Archimandrita tessellata (2ventral).jpg,Archimandrita tessellata (2ventral).jpg,OCR FAILED,0,Archimandrita tessellata,,ventral
5810,images/Blattodea/Blaberidae/Archimandrita tessellata (1dorsal).jpg,Archimandrita tessellata (1dorsal).jpg,OCR FAILED,0,Archimandrita tessellata,,dorsal
5815,images/Blattodea/Blaberidae/Archimandrita tessellata (3lateral).jpg,Archimandrita tessellata (3lateral).jpg,OCR FAILED,0,Archimandrita tessellata,,lateral
6755,images/Hymenoptera/Apidae/Apinae/Bombus kirbiellus female A (1dorsal).jpg,Bombus kirbiellus female A (1dorsal).jpg,SEM-UBC HY-2953,0.7192598381564755,Bombus kirbiellus female A,,dorsal
6888,images/Hymenoptera/Apidae/Apinae/Bombus impatiens Queen (4front) .jpg,Bombus impatiens Queen (4front) .jpg,SEM-UBC HY-5940,0.5686833091033885,Bombus impatiens Queen,,front
6954,images/Hymenoptera/Apidae/Apinae/Melissodes sp. Form A (4front).jpg,Melissodes sp. Form A (4front).jpg,SEM-UBC HM-3219,0.5268835886623819,Melissodes sp. Form A,,front
7146,images/Hymenoptera/Braconidae/Braconinae/Bracon sp form B female (2ventral) .jpg,Bracon sp form B female (2ventral) .jpg,SEM-UBC,0.9879026388764756,Bracon sp form B female,,ventral
7420,images/Hymenoptera/Megachilidae/Anthidium sp (3lateral).jpg,Anthidium sp (3lateral).jpg,SEM-UBC HY-3337,0.9433171043639997,Anthidium sp,,lateral
7622,images/Hymenoptera/Megachilidae/Megachile circumcincta male (2ventral).jpg,Megachile circumcincta male (2ventral).jpg,SEM-UBC HY-3357,0.8794073336488313,Megachile circumcincta male,,ventral
7757,images/Hymenoptera/Formicidae/Tapinoma sessile (3lateral).jpg,Tapinoma sessile (3lateral).jpg,SEM-UBC HY-2209,0.7447667239280577,Tapinoma sessile,,lateral
7800,images/Hymenoptera/Formicidae/Lasius neoniger non-winged form (3lateral).jpg,Lasius neoniger non-winged form (3lateral).jpg,SEM-UBC HYM2295,0.9013220863238197,Lasius neoniger non-winged form,,lateral
8378,images/Hymenoptera/Ichneumonidae/Ichneumoninae/Ichneumonini sp form A (3lateral) .jpg,Ichneumonini sp form A (3lateral) .jpg,OCR FAILED,0,Ichneumonini sp form A,,lateral
8753,images/Hymenoptera/Ichneumonidae/Rhyssinae/Megarhyssa atrata female (3lateral) merged.jpg,Megarhyssa atrata female (3lateral) merged.jpg,SEMA HIE,0.0016730320101446601,Megarhyssa atrata female,,lateral
8755,images/Hymenoptera/Ichneumonidae/Rhyssinae/Megarhyssa atrata female (1dorsal) merged.jpg,Megarhyssa atrata female (1dorsal) merged.jpg,OCR FAILED,0,Megarhyssa atrata female,,dorsal
8864,images/Hymenoptera/Ichneumonidae/Cryptinae/Sphecophaga vesparum burra male (3lateral) .jpg,Sphecophaga vesparum burra male (3lateral) .jpg,SEM-UBC HYM-50GG,0.7737690717591549,Sphecophaga vesparum burra male,,lateral
10644,images/Hymenoptera/Torymidae/Torymus sp form B (1dorsal) .jpg,Torymus sp form B (1dorsal) .jpg,SEM-UBC,0.9853828860371887,Torymus sp form B,,dorsal
10791,images/Hymenoptera/Aphelinidae/Encarsia formosa (1dorsal) .jpg,Encarsia formosa (1dorsal) .jpg,OCR FAILED,0,Encarsia formosa,,dorsal
